,year,importer1,importer2,flow1,flow2
780,1938,Portugal,Egypt,0.77999997,0.16
781,1938,Portugal,Japan,0.56999999,0.52999997
782,1938,Germany,Poland,22.841148,56.459999
783,1938,Germany,Austria,35.0,46.0
784,1938,Germany,Hungary,44.0,24.389999
785,1938,Germany,Czechoslovakia,31.034691,13.075174
786,1938,Germany,Italy,58.766029,158.33
787,1938,Germany,Albania,0.009238,0.11
788,1938,Germany,Yugoslavia,44.0,37.400002
789,1938,Germany,Greece,22.384689,38.09
790,1938,Germany,Bulgaria,34.0,31.84
791,1938,Germany,Romania,56.0,49.0616
792,1938,Germany,Russia,11.328708,3.0630765
793,1938,Germany,Estonia,5.7320571,2.1217186
794,1938,Germany,Latvia,10.402391,3.9373319
795,1938,Germany,Lithuania,11.0,2.2673957
796,1938,Germany,Finland,21.204308,37.0
797,1938,Germany,Sweden,62.614113,114.36
798,1938,Germany,Norway,23.645214,53.990002
799,1938,Germany,Denmark,39.780861,87.07
800,1938,Germany,Liberia,0.94,0.12
801,1938,Germany,South Africa,18.316507,24.32
802,1938,Germany,Iran,15.0,4.4592052
803,1938,Germany,Turkey,27.748564,56.400002
804,1938,Germany,Iraq,1.6799999,1.4400001
805,1938,Germany,Egypt,10.846172,18.809999
806,1938,Germany,Afghanistan,0.62,0.75999999
807,1938,Germany,China,24.344736,24.123289
808,1938,Germany,Japan,5.9758372,48.689999
809,1938,Germany,Thailand,1.99,1.5700001
810,1938,Germany,Australia,12.799282,16.24
811,1938,Germany,New Zealand,2.0803828,4.3899999
812,1938,Poland,Austria,9.0,13.0
813,1938,Poland,Hungary,1.49,2.0
814,1938,Poland,Czechoslovakia,7.6700001,9.0
815,1938,Poland,Italy,6.3699999,16.780001
816,1938,Poland,Albania,0.0,0.0051440001
817,1938,Poland,Yugoslavia,1.92,0.87
818,1938,Poland,Greece,2.71,3.4100001
819,1938,Poland,Bulgaria,3.6600001,3.4200001
820,1938,Poland,Romania,2.01,1.0
821,1938,Poland,Russia,2.0,0.28999999
822,1938,Poland,Estonia,0.44,1.0
823,1938,Poland,Latvia,0.11,1.0
824,1938,Poland,Lithuania,0.07,0.003644
825,1938,Poland,Finland,1.0,5.0
826,1938,Poland,Sweden,8.5100002,18.110001
827,1938,Poland,Norway,3.5,5.6100001
828,1938,Poland,Denmark,2.03,3.6400001
829,1938,Poland,Liberia,0.0037720001,0.00042900001
830,1938,Poland,South Africa,1.5700001,1.27
831,1938,Poland,Iran,0.079999998,0.0099999998
832,1938,Poland,Turkey,2.0899999,2.1300001
833,1938,Poland,Egypt,3.29,2.0
834,1938,Poland,Saudi Arabia,0.00037699999,0.000214
835,1938,Poland,Afghanistan,0.0099999998,0.0057509998
836,1938,Poland,China,0.57999998,0.31999999
837,1938,Poland,Japan,0.56999999,0.75
838,1938,Poland,Thailand,0.000189,0.0099999998
839,1938,Poland,Australia,5.2399998,0.16
840,1938,Poland,New Zealand,1.45,0.050000001
841,1938,Austria,Hungary,30.0,14.0
842,1938,Austria,Czechoslovakia,24.0,8.0
843,1938,Austria,Italy,0.0,19.0
844,1938,Austria,Yugoslavia,0.16,8.0
845,1938,Austria,Greece,0.0,1.98
846,1938,Austria,Bulgaria,0.0,3.0
847,1938,Austria,Romania,15.0,8.0
848,1938,Austria,Russia,2.0,1.0
849,1938,Austria,Lithuania,0.079999998,1.0
850,1938,Austria,Finland,0.0099999998,2.0
851,1938,Austria,Sweden,0.0,0.0
852,1938,Austria,Norway,0.0,0.0
853,1938,Austria,Denmark,1.0,0.0
854,1938,Austria,South Africa,0.0,0.47
855,1938,Austria,Turkey,1.09,1.0
856,1938,Austria,Egypt,3.0,1.0
857,1938,Austria,China,2.0,0.0
858,1938,Austria,Japan,0.0,3.0
859,1938,Austria,Australia,4.0,0.73000002
860,1938,Austria,New Zealand,0.029999999,0.19
861,1938,Hungary,Czechoslovakia,5.3699999,6.0
862,1938,Hungary,Italy,8.0,10.0
863,1938,Hungary,Albania,0.00059200003,0.0
864,1938,Hungary,Yugoslavia,3.6600001,4.3699999
865,1938,Hungary,Greece,1.0,1.0
866,1938,Hungary,Bulgaria,1.0,2.0
867,1938,Hungary,Romania,12.0,5.0
868,1938,Hungary,Russia,0.1,0.1
869,1938,Hungary,Estonia,0.0,0.0
870,1938,Hungary,Latvia,0.0,0.0
871,1938,Hungary,Lithuania,0.0,0.0
872,1938,Hungary,Sweden,1.0,4.0
873,1938,Hungary,Norway,0.14,1.35
874,1938,Hungary,Denmark,0.40000001,1.34
875,1938,Hungary,South Africa,0.19,1.0
876,1938,Hungary,Turkey,1.0,1.0
877,1938,Hungary,Egypt,1.23,2.3399999
878,1938,Hungary,Japan,0.0,0.0
879,1938,Czechoslovakia,Italy,0.37,13.36
880,1938,Czechoslovakia,Yugoslavia,0.20999999,12.25
881,1938,Czechoslovakia,Greece,4.0,2.1400001
882,1938,Czechoslovakia,Bulgaria,0.029999999,3.6199999
883,1938,Czechoslovakia,Romania,0.11,18.049999
884,1938,Czechoslovakia,Russia,3.0,4.0
885,1938,Czechoslovakia,Estonia,0.18000001,0.0
886,1938,Czechoslovakia,Latvia,0.13,0.0
887,1938,Czechoslovakia,Lithuania,2.0,2.0
888,1938,Czechoslovakia,Finland,1.0,4.0
889,1938,Czechoslovakia,Sweden,2.3800001,11.6
890,1938,Czechoslovakia,Norway,0.51999998,5.6700001
891,1938,Czechoslovakia,Denmark,0.16,2.02
892,1938,Czechoslovakia,South Africa,5.8600001,5.1300001
893,1938,Czechoslovakia,Turkey,3.2,4.6199999
894,1938,Czechoslovakia,Egypt,5.0,2.8900001
895,1938,Czechoslovakia,China,0.02,2.1800001
896,1938,Czechoslovakia,Japan,1.0,0.97000003
897,1938,Czechoslovakia,Australia,20.48,2.8199999
898,1938,Czechoslovakia,New Zealand,0.41,0.74000001
899,1938,Italy,Albania,3.1900001,0.18000001
900,1938,Italy,Yugoslavia,8.1400003,10.27
901,1938,Italy,Greece,4.98,5.0
902,1938,Italy,Bulgaria,5.0,5.0
903,1938,Italy,Romania,13.0,7.0
904,1938,Italy,Estonia,0.13,0.33000001
905,1938,Italy,Latvia,0.15000001,0.33000001
906,1938,Italy,Lithuania,0.0,0.33000001
907,1938,Italy,Finland,5.0,2.0
908,1938,Italy,Sweden,11.0,8.0
909,1938,Italy,Norway,6.4000001,5.5599999
910,1938,Italy,Denmark,2.23,3.45
911,1938,Italy,South Africa,5.0,5.0
912,1938,Italy,Turkey,10.0,6.0
913,1938,Italy,Iraq,1.0,2.0
914,1938,Italy,Egypt,9.3999996,15.05
915,1938,Italy,China,1.0,5.0
916,1938,Italy,Japan,2.0,1.66
917,1938,Italy,Australia,11.0,4.0
918,1938,Albania,Yugoslavia,0.0099999998,0.059999999
919,1938,Albania,Greece,0.0,0.54000002
920,1938,Albania,Bulgaria,0.003183,1.2e-05
921,1938,Albania,Romania,0.00082800002,7.3000003e-05
922,1938,Albania,Sweden,0.0,0.0
923,1938,Albania,Turkey,0.0,0.0
924,1938,Albania,Egypt,0.0,0.0028669999
925,1938,Albania,Australia,0.0,4e-06
926,1938,Albania,New Zealand,0.0,0.0
927,1938,Yugoslavia,Greece,1.53,4.0700002
928,1938,Yugoslavia,Bulgaria,0.23,0.28
929,1938,Yugoslavia,Romania,2.4400001,1.1900001
930,1938,Yugoslavia,Russia,0.07,0.0
931,1938,Yugoslavia,Estonia,0.006608,0.000231
932,1938,Yugoslavia,Latvia,0.0096349996,0.00079700002
933,1938,Yugoslavia,Lithuania,0.0027950001,0.000149
934,1938,Yugoslavia,Finland,0.029999999,0.0034099999
935,1938,Yugoslavia,Sweden,0.77999997,0.87
936,1938,Yugoslavia,Norway,0.23999999,0.43000001
937,1938,Yugoslavia,Denmark,0.17,1.0
938,1938,Yugoslavia,Liberia,0.00070400001,3.0000001e-06
939,1938,Yugoslavia,South Africa,0.079999998,0.23
940,1938,Yugoslavia,Iran,0.0099999998,0.000197
941,1938,Yugoslavia,Turkey,0.090000004,0.33000001
942,1938,Yugoslavia,Iraq,0.002537,0.001936
943,1938,Yugoslavia,Egypt,0.91000003,1.05
944,1938,Yugoslavia,Saudi Arabia,0.00033099999,0.000551
945,1938,Yugoslavia,China,0.02,0.0092000002
946,1938,Yugoslavia,Japan,0.0099999998,0.0044260002
947,1938,Yugoslavia,Thailand,0.00038899999,8.2999999e-05
948,1938,Yugoslavia,Australia,0.34,0.11
949,1938,Yugoslavia,New Zealand,0.44,0.0099999998
950,1938,Greece,Bulgaria,0.34,0.34999999
951,1938,Greece,Romania,13.52,1.65
952,1938,Greece,Russia,7.71,0.28999999
953,1938,Greece,Estonia,0.039999999,0.0
954,1938,Greece,Latvia,0.02,0.0
955,1938,Greece,Lithuania,0.0099999998,0.0
956,1938,Greece,Finland,0.89999998,1.0
957,1938,Greece,Sweden,1.5599999,1.0
958,1938,Greece,Norway,0.079999998,0.44
959,1938,Greece,Denmark,0.34,1.0
960,1938,Greece,South Africa,0.0060490002,0.039999999
961,1938,Greece,Iran,9.0000001e-05,0.0
962,1938,Greece,Turkey,2.4400001,0.60000002
963,1938,Greece,Iraq,0.0099999998,0.0
964,1938,Greece,Egypt,2.0,2.04
965,1938,Greece,Saudi Arabia,0.0,0.0
966,1938,Greece,China,0.0,0.0099999998
967,1938,Greece,Japan,0.1,1.0
968,1938,Greece,Thailand,0.0,0.0
969,1938,Greece,Australia,6.0100002,0.039999999
970,1938,Greece,New Zealand,0.11,0.02
971,1938,Bulgaria,Romania,2.0999999,0.1
972,1938,Bulgaria,Estonia,0.0099999998,0.00085200003
973,1938,Bulgaria,Latvia,0.00825,0.000439
974,1938,Bulgaria,Lithuania,0.0032180001,0.00019999999
975,1938,Bulgaria,Norway,0.02,0.19
976,1938,Bulgaria,Denmark,0.0099999998,1.0
977,1938,Bulgaria,Turkey,1.0,1.0
978,1938,Bulgaria,Egypt,0.33000001,0.94999999
979,1938,Bulgaria,Japan,0.029999999,6.7000001e-05
980,1938,Romania,Estonia,0.0,0.0
981,1938,Romania,Latvia,0.02,0.000191
982,1938,Romania,Lithuania,0.0099999998,0.0
983,1938,Romania,Sweden,1.0,1.0
984,1938,Romania,Norway,0.23,0.029999999
985,1938,Romania,Denmark,0.94,1.88
986,1938,Romania,Turkey,2.0,1.0
987,1938,Romania,Egypt,4.8600001,7.0
988,1938,Romania,Japan,0.039999999,0.001566
989,1938,Russia,Estonia,1.0,2.0
990,1938,Russia,Latvia,2.0,2.0
991,1938,Russia,Lithuania,2.0,2.0
992,1938,Russia,Finland,1.0,2.0
993,1938,Russia,Sweden,5.0,3.0
994,1938,Russia,Norway,0.58999997,4.73
995,1938,Russia,Denmark,0.02,4.9299998
996,1938,Russia,Iran,10.0,14.0
997,1938,Russia,Turkey,4.0,5.0
998,1938,Russia,Egypt,0.0,2.4000001
999,1938,Russia,Afghanistan,2.74,2.95
1000,1938,Russia,China,20.0,2.0
1001,1938,Russia,Japan,3.0,0.1
1002,1938,Russia,Australia,10.0,0.61000001
1003,1938,Estonia,Latvia,0.30000001,0.5
1004,1938,Estonia,Lithuania,0.5,0.5
1005,1938,Estonia,Finland,1.0,2.0
1006,1938,Estonia,Sweden,0.63999999,1.25
1007,1938,Estonia,Norway,0.02,0.37
1008,1938,Estonia,Denmark,0.12,0.41999999
1009,1938,Estonia,South Africa,0.090000004,0.059999999
1010,1938,Estonia,Turkey,0.0,0.0
1011,1938,Estonia,Egypt,1.0,0.029999999
1012,1938,Estonia,China,2.9999999e-05,0.0099999998
1013,1938,Estonia,Australia,0.1,0.02
1014,1938,Estonia,New Zealand,0.0099999998,0.002778
1015,1938,Latvia,Lithuania,0.5,0.5
1016,1938,Latvia,Sweden,0.31,0.76999998
1017,1938,Latvia,Norway,0.059999999,0.2
1018,1938,Latvia,Denmark,0.050000001,0.18000001
1019,1938,Latvia,South Africa,0.12,0.1
1020,1938,Latvia,Turkey,0.0,0.0
1021,1938,Latvia,Egypt,0.0,0.029999999
1022,1938,Latvia,China,0.0,0.0099999998
1023,1938,Latvia,Japan,0.0,0.0020369999
1024,1938,Latvia,Australia,1.01,0.1
1025,1938,Latvia,New Zealand,0.0,0.0099999998
1026,1938,Lithuania,Sweden,0.23,0.58999997
1027,1938,Lithuania,Norway,0.090000004,0.14
1028,1938,Lithuania,Denmark,1.0,1.0
1029,1938,Lithuania,South Africa,0.0099999998,0.079999998
1030,1938,Lithuania,Turkey,0.0,0.0
1031,1938,Lithuania,Egypt,0.0,0.006753
1032,1938,Lithuania,China,0.0,0.0
1033,1938,Lithuania,Australia,0.16,0.1
1034,1938,Lithuania,New Zealand,0.0,0.02
1035,1938,Finland,Sweden,24.0,5.0
1036,1938,Finland,Norway,3.0,1.54
1037,1938,Finland,Denmark,9.0,6.4099998
1038,1938,Finland,South Africa,0.20999999,4.0
1039,1938,Finland,Turkey,1.0,1.0
1040,1938,Finland,Egypt,0.19,2.02
1041,1938,Finland,China,0.13,0.58999997
1042,1938,Finland,Japan,1.0,0.98000002
1043,1938,Finland,Australia,1.0,1.0
1044,1938,Sweden,Norway,18.35,33.66
1045,1938,Sweden,Denmark,17.17,23.24
1046,1938,Sweden,South Africa,1.0,8.0
1047,1938,Sweden,Iran,1.0,2.0
1048,1938,Sweden,Turkey,1.0,2.0
1049,1938,Sweden,Egypt,1.48,2.6600001
1050,1938,Sweden,China,1.0,1.0
1051,1938,Sweden,Japan,3.9300001,6.8400002
1052,1938,Sweden,Australia,2.0,7.0
1053,1938,Norway,Denmark,10.25,8.9700003
1054,1938,Norway,Liberia,0.050000001,0.0099999998
1055,1938,Norway,South Africa,0.36000001,1.48
1056,1938,Norway,Iran,3.1400001,0.0099999998
1057,1938,Norway,Turkey,0.74000001,0.0
1058,1938,Norway,Iraq,0.008107,0.0043159998
1059,1938,Norway,Egypt,0.14,2.5899999
1060,1938,Norway,Afghanistan,0.001474,0.0
1061,1938,Norway,China,1.5,1.11
1062,1938,Norway,Japan,3.1099999,4.4699998
1063,1938,Norway,Thailand,0.079999998,0.059999999
1064,1938,Norway,Australia,0.55000001,1.9299999
1065,1938,Norway,New Zealand,0.12,0.28
1066,1938,Denmark,South Africa,0.19,0.74000001
1067,1938,Denmark,Turkey,0.0,0.0
1068,1938,Denmark,Egypt,0.34,0.46000001
1069,1938,Denmark,China,3.01,0.079999998
1070,1938,Denmark,Japan,0.1,0.34999999
1071,1938,Denmark,Thailand,0.31999999,0.1
1072,1938,Denmark,Australia,0.28,0.17
1073,1938,Denmark,New Zealand,0.050000001,0.079999998
1074,1938,Liberia,Japan,0.0,3.0000001e-06
1075,1938,South Africa,Egypt,0.13,0.008076
1076,1938,South Africa,Japan,13.48,2.22
1077,1938,South Africa,Thailand,2.0,0.02
1078,1938,South Africa,Australia,4.0,1.0
1079,1938,Iran,Egypt,0.0,2.98
1080,1938,Iran,Japan,2.0,0.1
1081,1938,Iran,Australia,0.0099999998,4.0
1082,1938,Turkey,Egypt,0.81999999,1.09
1083,1938,Turkey,Japan,0.76999998,1.05
1084,1938,Turkey,Australia,1.0,1.0
1085,1938,Iraq,Egypt,1.0,0.81999999
1086,1938,Iraq,Japan,7.0,1.73
1087,1938,Egypt,Saudi Arabia,0.70999998,0.0
1088,1938,Egypt,China,0.77999997,0.79000002
1089,1938,Egypt,Japan,4.7800002,10.33
1090,1938,Egypt,Thailand,0.0060609998,0.0
1091,1938,Egypt,Australia,1.04,1.0
1092,1938,Egypt,New Zealand,0.004958,0.039999999
1093,1938,Saudi Arabia,Japan,0.0,0.0
1094,1938,China,Japan,44.826096,46.830002
1095,1938,China,Thailand,8.0,2.0
1096,1938,China,Australia,8.0,2.0
1097,1938,Japan,Thailand,1.4,9.0
1098,1938,Japan,Australia,23.57,20.83
1099,1938,Japan,New Zealand,2.9000001,4.7399998
1100,1938,Thailand,Australia,0.56999999,0.0099999998
1101,1938,Australia,New Zealand,8.0,29.0
