,source,target,value
808,Afghanistan,Norway,0.0
809,Norway,Afghanistan,0.0
810,China,Norway,0.67000002
811,Norway,China,1.4400001
812,Thailand,Norway,0.02
813,Norway,Thailand,0.02
814,Philippines,Norway,0.20999999
815,Norway,Philippines,0.12
816,Australia,Norway,2.1300001
817,Norway,Australia,0.25999999
818,New Zealand,Norway,0.5
819,Norway,New Zealand,0.27000001
820,Iceland,Denmark,4.5300002
821,Denmark,Iceland,0.0
822,South Africa,Denmark,0.77999997
823,Denmark,South Africa,0.52999997
824,Egypt,Denmark,3.4300001
825,Denmark,Egypt,0.0
826,China,Denmark,0.00167
827,Denmark,China,0.0
828,Thailand,Denmark,0.22
829,Denmark,Thailand,0.0
830,Philippines,Denmark,0.0
831,Denmark,Philippines,0.0
832,Australia,Denmark,2.03
833,Denmark,Australia,0.029999999
834,New Zealand,Denmark,0.34999999
835,Denmark,New Zealand,0.0072590001
836,South Africa,Ethiopia,0.12
837,Ethiopia,South Africa,3.9999999e-05
838,Australia,Ethiopia,0.0
839,Ethiopia,Australia,0.0
840,New Zealand,Ethiopia,0.0
841,Ethiopia,New Zealand,6.8000001e-05
842,Egypt,South Africa,1.1900001
843,South Africa,Egypt,53.209999
844,Australia,Egypt,0.0
845,Egypt,Australia,2.52
846,New Zealand,Egypt,4.2199998
847,Egypt,New Zealand,0.2
848,Australia,Syria,0.0
849,Syria,Australia,0.0
850,New Zealand,Syria,0.12
851,Syria,New Zealand,0.00012899999
