,source,target,value
321,Brazil,Poland,0.17
322,Czechoslovakia,Brazil,0.47
323,Brazil,Czechoslovakia,0.31
324,Yugoslavia,Brazil,0.0
325,Brazil,Yugoslavia,0.19
326,Greece,Brazil,0.30000001
327,Brazil,Greece,0.28999999
328,Norway,Brazil,4.25
329,Brazil,Norway,7.9200001
330,Denmark,Brazil,0.82999998
331,Brazil,Denmark,14.18
332,Egypt,Brazil,0.0099999998
333,Brazil,Egypt,0.31
334,Syria,Brazil,0.12
335,Brazil,Syria,0.07
336,Netherlands,Bolivia,0.0
337,Bolivia,Netherlands,0.0
338,France,Bolivia,0.00033899999
339,Bolivia,France,0.55000001
340,Czechoslovakia,Bolivia,0.000117
341,Bolivia,Czechoslovakia,0.0
342,Norway,Bolivia,0.0099999998
343,Bolivia,Norway,0.0
344,Argentina,Paraguay,2.6600001
345,Paraguay,Argentina,2.8299999
346,United Kingdom,Paraguay,4.9200001
347,Paraguay,United Kingdom,9.1300001
348,Netherlands,Paraguay,0.0
349,Paraguay,Netherlands,0.0
350,France,Paraguay,0.000245
351,Paraguay,France,2.0755575
352,Switzerland,Paraguay,0.050000001
353,Paraguay,Switzerland,1.6900001
354,Spain,Paraguay,0.002776
355,Paraguay,Spain,0.0099999998
356,Portugal,Paraguay,0.00050000002
357,Paraguay,Portugal,0.0056699999
358,Czechoslovakia,Paraguay,0.000197
359,Paraguay,Czechoslovakia,0.0096690003
360,Italy,Paraguay,0.0
361,Paraguay,Italy,0.0
362,Norway,Paraguay,0.0059270002
363,Paraguay,Norway,0.050000001
364,South Africa,Paraguay,0.0
365,Paraguay,South Africa,0.029999999
366,Australia,Paraguay,0.0
367,Paraguay,Australia,0.001282
368,New Zealand,Paraguay,0.00029
369,Paraguay,New Zealand,0.0
370,Netherlands,Chile,0.0
371,Chile,Netherlands,0.0
372,France,Chile,0.0099999998
373,Chile,France,50.034698
374,Czechoslovakia,Chile,0.001738
375,Chile,Czechoslovakia,0.090000004
376,Norway,Chile,0.15000001
377,Chile,Norway,0.23
378,Denmark,Chile,0.0
379,Chile,Denmark,0.0020880001
380,United Kingdom,Argentina,72.809998
381,Argentina,United Kingdom,207.32001
382,Netherlands,Argentina,1.1900001
383,Argentina,Netherlands,30.219999
384,France,Argentina,2.8
385,Argentina,France,275.07724
386,Poland,Argentina,0.17
387,Argentina,Poland,0.88
388,Czechoslovakia,Argentina,0.14
389,Argentina,Czechoslovakia,2.8
390,Albania,Argentina,0.0
391,Argentina,Albania,0.00063999998
392,Yugoslavia,Argentina,8.9000001e-05
393,Argentina,Yugoslavia,0.2
394,Greece,Argentina,0.029999999
395,Argentina,Greece,2.77
396,Norway,Argentina,4.3400002
397,Argentina,Norway,11.11
398,Denmark,Argentina,0.16
399,Argentina,Denmark,16.02
400,Ethiopia,Argentina,2.9999999e-05
401,Argentina,Ethiopia,3.3e-05
402,Egypt,Argentina,0.0099999998
403,Argentina,Egypt,0.69999999
404,Syria,Argentina,0.001667
405,Argentina,Syria,0.02
406,Netherlands,Uruguay,0.36000001
407,Uruguay,Netherlands,0.0
408,France,Uruguay,0.82999998
409,Uruguay,France,18.183653
410,Czechoslovakia,Uruguay,0.029999999
411,Uruguay,Czechoslovakia,0.0
412,Norway,Uruguay,0.34
413,Uruguay,Norway,0.94999999
414,Denmark,Uruguay,0.0099999998
415,Uruguay,Denmark,0.0
416,Netherlands,United Kingdom,46.950001
417,United Kingdom,Netherlands,131.42
418,France,United Kingdom,57.290001
419,United Kingdom,France,336.63089
420,Poland,United Kingdom,0.37
421,United Kingdom,Poland,184.91
422,Czechoslovakia,United Kingdom,2.1800001
423,United Kingdom,Czechoslovakia,18.360001
424,Albania,United Kingdom,4e-06
425,United Kingdom,Albania,8.1400003
426,Yugoslavia,United Kingdom,0.18000001
427,United Kingdom,Yugoslavia,116.59
428,Greece,United Kingdom,5.4699998
429,United Kingdom,Greece,104.8
430,Norway,United Kingdom,29.0
431,United Kingdom,Norway,85.779999
432,Denmark,United Kingdom,83.120003
433,United Kingdom,Denmark,269.10999
434,Ethiopia,United Kingdom,0.2
435,United Kingdom,Ethiopia,11.17
436,Egypt,United Kingdom,61.5
437,United Kingdom,Egypt,384.85999
438,Syria,United Kingdom,0.0
439,United Kingdom,Syria,0.0
440,Netherlands,Ireland,2.77
441,Ireland,Netherlands,0.0
442,France,Ireland,3.48
443,Ireland,France,2.395272
444,Poland,Ireland,0.0
445,Ireland,Poland,0.0
446,Czechoslovakia,Ireland,1.0
447,Ireland,Czechoslovakia,0.029999999
448,Yugoslavia,Ireland,0.029999999
449,Ireland,Yugoslavia,0.0
450,Greece,Ireland,0.02
451,Ireland,Greece,0.0
452,Norway,Ireland,1.13
453,Ireland,Norway,0.059999999
454,Denmark,Ireland,0.93000001
455,Ireland,Denmark,0.16
456,Egypt,Ireland,0.16
457,Ireland,Egypt,0.0
458,France,Netherlands,36.459999
459,Netherlands,France,43.976337
460,Switzerland,Netherlands,23.360001
461,Netherlands,Switzerland,19.799999
462,Spain,Netherlands,0.0
463,Netherlands,Spain,0.44
464,Portugal,Netherlands,0.0
465,Netherlands,Portugal,3.0799999
466,Poland,Netherlands,0.0
467,Netherlands,Poland,0.0
468,Hungary,Netherlands,0.0
469,Netherlands,Hungary,0.0
470,Czechoslovakia,Netherlands,13.25
471,Netherlands,Czechoslovakia,9.9099998
472,Italy,Netherlands,3.3099999
473,Netherlands,Italy,0.0
474,Albania,Netherlands,0.0
475,Netherlands,Albania,0.0
476,Yugoslavia,Netherlands,0.0
477,Netherlands,Yugoslavia,0.0
478,Greece,Netherlands,0.0
479,Netherlands,Greece,0.0
480,Bulgaria,Netherlands,0.0
481,Netherlands,Bulgaria,0.0
482,Romania,Netherlands,0.0
483,Netherlands,Romania,0.0
484,Russia,Netherlands,0.0
485,Netherlands,Russia,0.0
486,Finland,Netherlands,5.04
487,Netherlands,Finland,0.0
488,Sweden,Netherlands,51.48
489,Netherlands,Sweden,24.690001
490,Norway,Netherlands,0.0
491,Netherlands,Norway,9.9399996
492,Denmark,Netherlands,0.0
493,Netherlands,Denmark,10.0
494,Iceland,Netherlands,0.0
495,Netherlands,Iceland,0.0
496,Liberia,Netherlands,0.0
497,Netherlands,Liberia,0.0
498,Ethiopia,Netherlands,0.0
499,Netherlands,Ethiopia,0.0
500,South Africa,Netherlands,0.0
501,Netherlands,South Africa,2.6199999
502,Iran,Netherlands,0.0
503,Netherlands,Iran,0.0
504,Turkey,Netherlands,0.0
505,Netherlands,Turkey,0.0
506,Iraq,Netherlands,0.0
507,Netherlands,Iraq,0.0
508,Egypt,Netherlands,0.0
509,Netherlands,Egypt,0.0
510,Syria,Netherlands,0.0
511,Netherlands,Syria,0.0
512,Afghanistan,Netherlands,0.0
513,Netherlands,Afghanistan,0.0
514,China,Netherlands,0.0
515,Netherlands,China,0.0
516,Thailand,Netherlands,0.0
517,Netherlands,Thailand,0.0
518,Philippines,Netherlands,0.0
519,Netherlands,Philippines,0.0
520,Australia,Netherlands,3.46
521,Netherlands,Australia,0.039999999
522,New Zealand,Netherlands,0.0
523,Netherlands,New Zealand,0.18000001
524,Switzerland,France,160.8172
525,France,Switzerland,82.93
526,Spain,France,4.8685551
527,France,Spain,0.41
528,Portugal,France,17.8752
529,France,Portugal,8.2200003
530,Poland,France,24.536686
531,France,Poland,0.000864
532,Hungary,France,0.07
533,France,Hungary,0.000375
534,Czechoslovakia,France,15.741391
535,France,Czechoslovakia,6.46
536,Italy,France,52.379169
537,France,Italy,0.0
538,Albania,France,0.003734
539,France,Albania,6.4e-05
540,Yugoslavia,France,1.7229036
541,France,Yugoslavia,0.0032039999
542,Greece,France,0.44
543,France,Greece,0.0099999998
544,Bulgaria,France,5.1092997
545,France,Bulgaria,0.00174
546,Romania,France,0.00148
547,France,Romania,0.0022400001
548,Russia,France,124.55774
549,France,Russia,0.0097239995
550,Finland,France,14.98963
551,France,Finland,0.029999999
552,Sweden,France,103.37627
553,France,Sweden,29.35
554,Norway,France,44.378078
555,France,Norway,13.02
556,Denmark,France,24.459257
557,France,Denmark,15.96
558,Iceland,France,0.0
559,France,Iceland,0.0
560,South Africa,France,56.893085
561,France,South Africa,4.71
562,Iran,France,23.145227
563,France,Iran,0.0099999998
564,Turkey,France,14.176271
565,France,Turkey,0.0080350004
566,Iraq,France,37.893219
567,France,Iraq,0.0099999998
568,Egypt,France,49.767483
569,France,Egypt,0.1
570,Syria,France,0.0
571,France,Syria,0.0
572,Afghanistan,France,0.0099999998
573,France,Afghanistan,4e-06
574,China,France,9.1491747
575,France,China,0.02
576,Thailand,France,0.0099999998
577,France,Thailand,0.000185
578,Philippines,France,2.4342551
579,France,Philippines,0.002874
580,Australia,France,205.89073
581,France,Australia,0.07
582,New Zealand,France,29.835035
583,France,New Zealand,0.23
584,Poland,Switzerland,6.73
585,Switzerland,Poland,0.31
586,Czechoslovakia,Switzerland,38.830002
587,Switzerland,Czechoslovakia,21.799999
588,Albania,Switzerland,0.0
589,Switzerland,Albania,0.00023200001
590,Yugoslavia,Switzerland,1.42
591,Switzerland,Yugoslavia,0.16
592,Greece,Switzerland,0.38999999
593,Switzerland,Greece,0.31999999
594,Norway,Switzerland,1.84
595,Switzerland,Norway,2.0599999
596,Denmark,Switzerland,16.139999
597,Switzerland,Denmark,11.42
598,Ethiopia,Switzerland,0.16
599,Switzerland,Ethiopia,0.02
600,Egypt,Switzerland,6.7199998
601,Switzerland,Egypt,1.1799999
602,Syria,Switzerland,0.0
603,Switzerland,Syria,0.0
604,Poland,Spain,0.0
605,Spain,Poland,0.0
606,Czechoslovakia,Spain,0.059999999
607,Spain,Czechoslovakia,0.0
608,Yugoslavia,Spain,0.0
609,Spain,Yugoslavia,0.0
610,Greece,Spain,0.00063899998
611,Spain,Greece,0.000497
612,Norway,Spain,1.72
613,Spain,Norway,7.2800002
614,Denmark,Spain,0.87
615,Spain,Denmark,3.1199999
616,Ethiopia,Spain,0.0
617,Spain,Ethiopia,0.0
618,Egypt,Spain,0.56999999
619,Spain,Egypt,0.039999999
620,Poland,Portugal,0.20999999
621,Portugal,Poland,5.5e-05
622,Czechoslovakia,Portugal,0.02
623,Portugal,Czechoslovakia,0.80000001
624,Albania,Portugal,0.0
625,Portugal,Albania,0.0
626,Yugoslavia,Portugal,0.54000002
627,Portugal,Yugoslavia,0.0
628,Greece,Portugal,0.00044599999
629,Portugal,Greece,0.02
630,Norway,Portugal,5.73
631,Portugal,Norway,1.65
632,Denmark,Portugal,2.5899999
633,Portugal,Denmark,1.02
634,Ethiopia,Portugal,0.0
635,Portugal,Ethiopia,0.000359
636,Egypt,Portugal,1.33
637,Portugal,Egypt,0.0086700004
638,Syria,Portugal,1.79
639,Portugal,Syria,0.00312
640,Czechoslovakia,Poland,0.15000001
641,Poland,Czechoslovakia,0.55000001
642,Italy,Poland,0.0
643,Poland,Italy,0.0
644,Sweden,Poland,5.0599999
645,Poland,Sweden,32.07
646,Norway,Poland,0.57999998
647,Poland,Norway,4.1199999
648,Denmark,Poland,0.0
649,Poland,Denmark,9.9899998
650,South Africa,Poland,0.66000003
651,Poland,South Africa,0.02
652,Australia,Poland,0.0
653,Poland,Australia,3.5000001e-05
654,New Zealand,Poland,0.14
655,Poland,New Zealand,0.0
656,Czechoslovakia,Hungary,0.41999999
657,Hungary,Czechoslovakia,11.8
658,Russia,Hungary,10.2
659,Hungary,Russia,11.5
660,Norway,Hungary,0.0080380002
661,Hungary,Norway,0.050000001
662,Denmark,Hungary,0.0
663,Hungary,Denmark,0.44999999
664,Italy,Czechoslovakia,4.4699998
665,Czechoslovakia,Italy,0.0
666,Albania,Czechoslovakia,0.0088060005
667,Czechoslovakia,Albania,0.0035570001
668,Yugoslavia,Czechoslovakia,13.06
669,Czechoslovakia,Yugoslavia,0.41
670,Greece,Czechoslovakia,0.0
671,Czechoslovakia,Greece,0.050000001
672,Bulgaria,Czechoslovakia,7.8800001
673,Czechoslovakia,Bulgaria,0.34
674,Romania,Czechoslovakia,3.8499999
675,Czechoslovakia,Romania,0.20999999
676,Russia,Czechoslovakia,27.120001
677,Czechoslovakia,Russia,1.92
678,Finland,Czechoslovakia,0.14
679,Czechoslovakia,Finland,0.0099999998
680,Sweden,Czechoslovakia,18.33
681,Czechoslovakia,Sweden,19.9
682,Norway,Czechoslovakia,4.25
683,Czechoslovakia,Norway,10.71
684,Denmark,Czechoslovakia,6.3400002
685,Czechoslovakia,Denmark,10.86
686,Iceland,Czechoslovakia,1.41
687,Czechoslovakia,Iceland,0.039999999
688,Ethiopia,Czechoslovakia,0.0
689,Czechoslovakia,Ethiopia,0.0099999998
690,South Africa,Czechoslovakia,3.6099999
691,Czechoslovakia,South Africa,1.4
692,Iran,Czechoslovakia,0.050000001
693,Czechoslovakia,Iran,0.0091089997
694,Turkey,Czechoslovakia,3.5699999
695,Czechoslovakia,Turkey,0.41999999
696,Egypt,Czechoslovakia,2.23
697,Czechoslovakia,Egypt,0.07
698,Syria,Czechoslovakia,0.34999999
699,Czechoslovakia,Syria,0.0046219998
700,China,Czechoslovakia,0.02
701,Czechoslovakia,China,0.039999999
702,Thailand,Czechoslovakia,0.0
703,Czechoslovakia,Thailand,0.0
704,Philippines,Czechoslovakia,0.0
705,Czechoslovakia,Philippines,0.001239
706,Australia,Czechoslovakia,0.20999999
707,Czechoslovakia,Australia,0.003033
708,New Zealand,Czechoslovakia,0.15000001
709,Czechoslovakia,New Zealand,0.0077749998
710,Albania,Italy,0.0
711,Italy,Albania,0.0
712,Yugoslavia,Italy,0.0
713,Italy,Yugoslavia,0.0
714,Greece,Italy,0.0
715,Italy,Greece,0.0
716,Norway,Italy,0.0
717,Italy,Norway,10.35
718,Denmark,Italy,0.0
719,Italy,Denmark,5.8299999
720,Ethiopia,Italy,0.0
721,Italy,Ethiopia,0.0
722,Egypt,Italy,0.0
723,Italy,Egypt,0.0
724,Syria,Italy,0.0
725,Italy,Syria,0.0
726,Sweden,Albania,0.0
727,Albania,Sweden,0.0
728,Australia,Albania,0.0
729,Albania,Australia,0.0
730,New Zealand,Albania,0.050000001
731,Albania,New Zealand,0.0
732,Sweden,Yugoslavia,0.02
733,Yugoslavia,Sweden,0.13
734,Norway,Yugoslavia,0.007429
735,Yugoslavia,Norway,0.0
736,Denmark,Yugoslavia,0.0
737,Yugoslavia,Denmark,0.0
738,South Africa,Yugoslavia,2.5599999
739,Yugoslavia,South Africa,0.0
740,Australia,Yugoslavia,0.0
741,Yugoslavia,Australia,0.0
742,New Zealand,Yugoslavia,1.66
743,Yugoslavia,New Zealand,0.0
744,Sweden,Greece,1.09
745,Greece,Sweden,0.88
746,Norway,Greece,0.30000001
747,Greece,Norway,0.079999998
748,Denmark,Greece,0.0
749,Greece,Denmark,0.58999997
750,South Africa,Greece,6.5100002
751,Greece,South Africa,0.039999999
752,Australia,Greece,0.0
753,Greece,Australia,0.001417
754,New Zealand,Greece,0.88999999
755,Greece,New Zealand,0.00050999998
756,Romania,Bulgaria,1.0
757,Bulgaria,Romania,2.0999999
758,Norway,Bulgaria,0.02
759,Bulgaria,Norway,0.20999999
760,Denmark,Bulgaria,0.0
761,Bulgaria,Denmark,0.14
762,Norway,Romania,0.0020300001
763,Romania,Norway,0.0
764,Denmark,Romania,0.0
765,Romania,Denmark,0.02
766,Norway,Russia,0.75
767,Russia,Norway,2.1900001
768,Denmark,Russia,0.0
769,Russia,Denmark,2.3599999
770,Norway,Finland,0.64999998
771,Finland,Norway,3.1199999
772,Denmark,Finland,0.0
773,Finland,Denmark,22.59
774,Norway,Sweden,30.82
775,Sweden,Norway,45.439999
776,Denmark,Sweden,30.26
777,Sweden,Denmark,41.860001
778,Ethiopia,Sweden,0.059999999
779,Sweden,Ethiopia,0.12
780,Egypt,Sweden,2.0999999
781,Sweden,Egypt,0.41999999
782,Syria,Sweden,0.059999999
783,Sweden,Syria,0.14
784,Denmark,Norway,21.629999
785,Norway,Denmark,29.780001
786,Iceland,Norway,0.23999999
787,Norway,Iceland,0.25999999
788,Liberia,Norway,0.0076669999
789,Norway,Liberia,0.001502
790,Ethiopia,Norway,0.0038330001
791,Norway,Ethiopia,0.000122
792,South Africa,Norway,1.4400001
793,Norway,South Africa,4.4299998
794,Iran,Norway,3.1700001
795,Norway,Iran,0.0093780002
796,Turkey,Norway,1.85
797,Norway,Turkey,0.1
798,Iraq,Norway,0.0099999998
799,Norway,Iraq,0.0099999998
800,Egypt,Norway,1.1
801,Norway,Egypt,1.27
802,Syria,Norway,0.059999999
803,Norway,Syria,0.0099999998
804,Lebanon,Norway,0.0
805,Norway,Lebanon,0.0
806,Jordan,Norway,0.0
807,Norway,Jordan,0.0
