,source,target,value
805,Netherlands,Norway,8.1899996
806,Denmark,Netherlands,4.4099998
807,Netherlands,Denmark,12.29
808,Liberia,Netherlands,0.039999999
809,Netherlands,Liberia,0.0
810,South Africa,Netherlands,1.67
811,Netherlands,South Africa,6.5900002
812,Iran,Netherlands,0.89999998
813,Netherlands,Iran,0.0
814,Turkey,Netherlands,1.08
815,Netherlands,Turkey,1.26
816,Iraq,Netherlands,0.050000001
817,Netherlands,Iraq,0.0
818,Egypt,Netherlands,1.8099999
819,Netherlands,Egypt,3.49
820,Afghanistan,Netherlands,0.039999999
821,Netherlands,Afghanistan,0.0
822,China,Netherlands,2.6500001
823,Netherlands,China,0.46000001
824,Japan,Netherlands,3.4300001
825,Netherlands,Japan,0.41999999
826,Thailand,Netherlands,2.5
827,Netherlands,Thailand,0.0
828,Australia,Netherlands,1.14
829,Netherlands,Australia,2.47
830,New Zealand,Netherlands,0.61000001
831,Netherlands,New Zealand,1.09
832,Switzerland,France,27.51
833,France,Switzerland,62.009998
834,Spain,France,1.97
835,France,Spain,0.0
836,Portugal,France,5.75
837,France,Portugal,5.6599998
838,Germany,France,52.43
839,France,Germany,0.0
840,Poland,France,11.07
841,France,Poland,0.0
842,Hungary,France,2.3599999
843,France,Hungary,0.0
844,Czechoslovakia,France,7.04
845,France,Czechoslovakia,0.0
846,Italy,France,12.53
847,France,Italy,7.9699998
848,Albania,France,0.059999999
849,France,Albania,0.0
850,Yugoslavia,France,4.2600002
851,France,Yugoslavia,2.2
852,Greece,France,2.75
853,France,Greece,3.0237083
854,Bulgaria,France,0.44999999
855,France,Bulgaria,0.74000001
856,Romania,France,4.6900001
857,France,Romania,0.0
858,Russia,France,10.25
859,France,Russia,0.0
860,Estonia,France,0.69999999
861,France,Estonia,0.0
862,Latvia,France,0.95999998
863,France,Latvia,0.0
864,Lithuania,France,0.75
865,France,Lithuania,0.0
866,Finland,France,3.8900001
867,France,Finland,0.0
868,Sweden,France,17.129999
869,France,Sweden,19.559999
870,Norway,France,7.52
871,France,Norway,10.19
872,Denmark,France,2.6600001
873,France,Denmark,5.7800002
874,South Africa,France,9.8100004
875,France,South Africa,4.8000002
876,Iran,France,1.66
877,France,Iran,0.0
878,Turkey,France,3.49
879,France,Turkey,1.79
880,Iraq,France,28.92
881,France,Iraq,0.0
882,Egypt,France,13.37
883,France,Egypt,9.5200005
884,Afghanistan,France,0.12
885,France,Afghanistan,0.0
886,China,France,6.8400002
887,France,China,1.34
888,Japan,France,8.0500002
889,France,Japan,3.7
890,Thailand,France,0.079999998
891,France,Thailand,0.0
892,Australia,France,31.75
893,France,Australia,3.6300001
894,New Zealand,France,7.5500002
895,France,New Zealand,0.81999999
896,Germany,Switzerland,99.199997
897,Switzerland,Germany,46.990002
898,Poland,Switzerland,4.9499998
899,Switzerland,Poland,0.0
900,Czechoslovakia,Switzerland,9.5699997
901,Switzerland,Czechoslovakia,0.0
902,Albania,Switzerland,0.0
903,Switzerland,Albania,0.0
904,Yugoslavia,Switzerland,4.27
905,Switzerland,Yugoslavia,1.34
906,Greece,Switzerland,1.21
907,Switzerland,Greece,1.9216021
908,Estonia,Switzerland,0.2
909,Switzerland,Estonia,0.0
910,Latvia,Switzerland,0.72000003
911,Switzerland,Latvia,0.0
912,Lithuania,Switzerland,1.1900001
913,Switzerland,Lithuania,0.0
914,Norway,Switzerland,2.8299999
915,Switzerland,Norway,3.8399999
916,Denmark,Switzerland,5.5999999
917,Switzerland,Denmark,4.02
918,Egypt,Switzerland,7.3200002
919,Switzerland,Egypt,3.03
920,Japan,Switzerland,2.6500001
921,Switzerland,Japan,4.3200002
922,Germany,Spain,0.0
923,Spain,Germany,42.060001
924,Czechoslovakia,Spain,0.0
925,Spain,Czechoslovakia,0.0
926,Yugoslavia,Spain,0.0
927,Spain,Yugoslavia,0.002295
928,Greece,Spain,0.0
929,Spain,Greece,0.0
930,Norway,Spain,0.0
931,Spain,Norway,1.58
932,Denmark,Spain,0.0
933,Spain,Denmark,0.2
934,Egypt,Spain,0.0
935,Spain,Egypt,0.0099999998
936,Japan,Spain,0.0
937,Spain,Japan,0.0
938,Germany,Portugal,11.13
939,Portugal,Germany,8.9499998
940,Poland,Portugal,1.12
941,Portugal,Poland,0.0
942,Czechoslovakia,Portugal,0.38
943,Portugal,Czechoslovakia,0.0
944,Albania,Portugal,0.0
945,Portugal,Albania,0.0
946,Yugoslavia,Portugal,0.02
947,Portugal,Yugoslavia,0.029999999
948,Greece,Portugal,0.004894
949,Portugal,Greece,0.090000004
950,Estonia,Portugal,0.029999999
951,Portugal,Estonia,0.0
952,Latvia,Portugal,0.029999999
953,Portugal,Latvia,0.0
954,Lithuania,Portugal,6.8000001e-05
955,Portugal,Lithuania,0.0
956,Norway,Portugal,2.72
957,Portugal,Norway,1.5700001
958,Denmark,Portugal,0.22
959,Portugal,Denmark,1.2
960,Egypt,Portugal,0.64999998
961,Portugal,Egypt,0.11
962,Japan,Portugal,0.40000001
963,Portugal,Japan,0.0
964,Poland,Germany,33.130001
965,Germany,Poland,0.0
966,Hungary,Germany,89.129997
967,Germany,Hungary,0.0
968,Czechoslovakia,Germany,0.0
969,Germany,Czechoslovakia,0.0
970,Italy,Germany,114.83
971,Germany,Italy,157.92
972,Albania,Germany,0.029999999
973,Germany,Albania,0.0
974,Yugoslavia,Germany,52.669998
975,Germany,Yugoslavia,51.52
976,Greece,Germany,36.900002
977,Germany,Greece,66.184883
978,Bulgaria,Germany,44.470001
979,Germany,Bulgaria,41.209999
980,Romania,Germany,83.93
981,Germany,Romania,0.0
982,Russia,Germany,12.14
983,Germany,Russia,0.0
984,Estonia,Germany,11.32
985,Germany,Estonia,0.0
986,Latvia,Germany,17.67
987,Germany,Latvia,0.0
988,Lithuania,Germany,10.6
989,Germany,Lithuania,0.0
990,Finland,Germany,30.450001
991,Germany,Finland,0.0
992,Sweden,Germany,104.82
993,Germany,Sweden,148.69
994,Norway,Germany,33.84
995,Germany,Norway,60.25
996,Denmark,Germany,73.589996
997,Germany,Denmark,95.639999
998,Liberia,Germany,0.52999997
999,Germany,Liberia,0.0
1000,South Africa,Germany,0.0
1001,Germany,South Africa,14.88
1002,Iran,Germany,23.23
1003,Germany,Iran,0.0
1004,Turkey,Germany,49.119999
1005,Germany,Turkey,46.985935
1006,Iraq,Germany,0.0
1007,Germany,Iraq,0.0
1008,Egypt,Germany,0.0
1009,Germany,Egypt,12.83
1010,Afghanistan,Germany,0.97000003
1011,Germany,Afghanistan,0.0
1012,China,Germany,22.93
1013,Germany,China,10.35
1014,Japan,Germany,10.32
1015,Germany,Japan,36.610001
1016,Thailand,Germany,2.5799999
1017,Germany,Thailand,0.0
1018,Australia,Germany,0.0
1019,Germany,Australia,14.59
1020,New Zealand,Germany,0.0
1021,Germany,New Zealand,3.0899999
1022,Italy,Poland,0.0
1023,Poland,Italy,13.63
1024,Yugoslavia,Poland,0.0
1025,Poland,Yugoslavia,1.58
1026,Greece,Poland,0.0
1027,Poland,Greece,3.4128351
1028,Bulgaria,Poland,0.0
1029,Poland,Bulgaria,3.5899999
1030,Sweden,Poland,0.0
1031,Poland,Sweden,13.29
1032,Norway,Poland,0.0
1033,Poland,Norway,5.1799998
1034,Denmark,Poland,0.0
1035,Poland,Denmark,2.9200001
1036,South Africa,Poland,0.0
1037,Poland,South Africa,0.94999999
1038,Turkey,Poland,0.0
1039,Poland,Turkey,2.4100001
1040,Egypt,Poland,0.0
1041,Poland,Egypt,0.0
1042,China,Poland,0.0
1043,Poland,China,0.69
1044,Japan,Poland,0.0
1045,Poland,Japan,0.0
1046,Australia,Poland,0.0
1047,Poland,Australia,0.11
1048,New Zealand,Poland,0.0
1049,Poland,New Zealand,0.029999999
1050,Czechoslovakia,Hungary,0.0
1051,Hungary,Czechoslovakia,0.0
1052,Yugoslavia,Hungary,0.0
1053,Hungary,Yugoslavia,3.8699999
1054,Greece,Hungary,0.0
1055,Hungary,Greece,3.7874169
1056,Russia,Hungary,0.2
1057,Hungary,Russia,0.1
1058,Norway,Hungary,0.0
1059,Hungary,Norway,1.3
1060,Denmark,Hungary,0.0
1061,Hungary,Denmark,0.56999999
1062,Egypt,Hungary,0.0
1063,Hungary,Egypt,1.98
1064,Italy,Czechoslovakia,0.0
1065,Czechoslovakia,Italy,6.0700002
1066,Yugoslavia,Czechoslovakia,0.0
1067,Czechoslovakia,Yugoslavia,0.0
1068,Greece,Czechoslovakia,0.0
1069,Czechoslovakia,Greece,4.269721
1070,Bulgaria,Czechoslovakia,0.0
1071,Czechoslovakia,Bulgaria,0.0
1072,Romania,Czechoslovakia,0.0
1073,Czechoslovakia,Romania,0.0
1074,Sweden,Czechoslovakia,0.0
1075,Czechoslovakia,Sweden,5.4899998
1076,Norway,Czechoslovakia,0.0
1077,Czechoslovakia,Norway,1.3200001
1078,Denmark,Czechoslovakia,0.0
1079,Czechoslovakia,Denmark,1.02
1080,South Africa,Czechoslovakia,0.0
1081,Czechoslovakia,South Africa,1.3099999
1082,Turkey,Czechoslovakia,0.0
1083,Czechoslovakia,Turkey,1.4299999
1084,Egypt,Czechoslovakia,0.0
1085,Czechoslovakia,Egypt,1.5
1086,China,Czechoslovakia,0.0
1087,Czechoslovakia,China,0.19
1088,Japan,Czechoslovakia,0.0
1089,Czechoslovakia,Japan,0.0
1090,Australia,Czechoslovakia,0.0
1091,Czechoslovakia,Australia,1.77
1092,New Zealand,Czechoslovakia,0.0
1093,Czechoslovakia,New Zealand,0.11
1094,Albania,Italy,5.0
1095,Italy,Albania,0.0
1096,Yugoslavia,Italy,12.8
1097,Italy,Yugoslavia,12.65
1098,Greece,Italy,4.4499998
1099,Italy,Greece,11.740594
1100,Estonia,Italy,0.25999999
1101,Italy,Estonia,0.0
1102,Lithuania,Italy,0.41999999
1103,Italy,Lithuania,0.0
1104,Norway,Italy,4.21
1105,Italy,Norway,5.5100002
1106,Denmark,Italy,2.9000001
1107,Italy,Denmark,3.05
1108,Egypt,Italy,6.6999998
1109,Italy,Egypt,9.8599997
1110,Japan,Italy,1.5
1111,Italy,Japan,1.83
1112,Yugoslavia,Albania,0.0
1113,Albania,Yugoslavia,0.0099999998
1114,Greece,Albania,0.0
1115,Albania,Greece,0.1
1116,Bulgaria,Albania,0.0
1117,Albania,Bulgaria,0.0
1118,Sweden,Albania,0.0
1119,Albania,Sweden,0.00013299999
1120,Turkey,Albania,0.0
1121,Albania,Turkey,0.0
1122,Egypt,Albania,0.0
1123,Albania,Egypt,0.0051190001
1124,Australia,Albania,0.0
1125,Albania,Australia,7.0000001e-06
1126,New Zealand,Albania,0.0
1127,Albania,New Zealand,0.0
1128,Greece,Yugoslavia,1.3099999
1129,Yugoslavia,Greece,7.4215298
1130,Bulgaria,Yugoslavia,0.17
1131,Yugoslavia,Bulgaria,0.20999999
1132,Romania,Yugoslavia,2.96
1133,Yugoslavia,Romania,0.0
1134,Russia,Yugoslavia,0.059999999
1135,Yugoslavia,Russia,0.0
1136,Estonia,Yugoslavia,0.0061380002
1137,Yugoslavia,Estonia,0.0
1138,Latvia,Yugoslavia,0.001117
1139,Yugoslavia,Latvia,0.0
1140,Lithuania,Yugoslavia,0.00015599999
1141,Yugoslavia,Lithuania,0.0
1142,Finland,Yugoslavia,0.0044
1143,Yugoslavia,Finland,0.0
1144,Sweden,Yugoslavia,0.64999998
1145,Yugoslavia,Sweden,0.81999999
1146,Norway,Yugoslavia,0.079999998
1147,Yugoslavia,Norway,0.40000001
1148,Denmark,Yugoslavia,0.090000004
1149,Yugoslavia,Denmark,0.0
1150,Liberia,Yugoslavia,0.000317
1151,Yugoslavia,Liberia,0.0
1152,South Africa,Yugoslavia,0.2
1153,Yugoslavia,South Africa,0.16
1154,Iran,Yugoslavia,0.0079760002
1155,Yugoslavia,Iran,0.0
1156,Turkey,Yugoslavia,0.20999999
1157,Yugoslavia,Turkey,0.1
1158,Iraq,Yugoslavia,2.9999999e-05
1159,Yugoslavia,Iraq,0.0
1160,Egypt,Yugoslavia,0.63
1161,Yugoslavia,Egypt,1.55
1162,Saudi Arabia,Yugoslavia,0.00031
1163,Yugoslavia,Saudi Arabia,0.0
1164,China,Yugoslavia,0.02
1165,Yugoslavia,China,0.0060310001
1166,Japan,Yugoslavia,0.050000001
1167,Yugoslavia,Japan,0.0
1168,Thailand,Yugoslavia,0.0
1169,Yugoslavia,Thailand,0.0
1170,Australia,Yugoslavia,0.30000001
1171,Yugoslavia,Australia,0.11
1172,New Zealand,Yugoslavia,0.22
1173,Yugoslavia,New Zealand,0.0080509996
1174,Bulgaria,Greece,0.56999999
1175,Greece,Bulgaria,0.23
1176,Romania,Greece,20.734383
1177,Greece,Romania,0.0
1178,Russia,Greece,4.3125114
1179,Greece,Russia,0.0
1180,Estonia,Greece,0.02
1181,Greece,Estonia,0.0
1182,Latvia,Greece,0.039999999
1183,Greece,Latvia,0.0
1184,Lithuania,Greece,0.029999999
1185,Greece,Lithuania,0.0
1186,Finland,Greece,1.9055085
1187,Greece,Finland,0.0
1188,Sweden,Greece,2.4020524
1189,Greece,Sweden,2.95
1190,Norway,Greece,0.12
1191,Greece,Norway,0.43000001
1192,Denmark,Greece,0.31999999
1193,Greece,Denmark,0.0
1194,South Africa,Greece,0.0
1195,Greece,South Africa,0.029999999
1196,Iran,Greece,0.02
1197,Greece,Iran,0.0
1198,Turkey,Greece,2.9606841
1199,Greece,Turkey,0.88
1200,Iraq,Greece,0.0014759999
1201,Greece,Iraq,0.0
1202,Egypt,Greece,5.6888208
1203,Greece,Egypt,1.91
1204,Saudi Arabia,Greece,5.7000001e-05
1205,Greece,Saudi Arabia,0.0
1206,China,Greece,0.00046499999
1207,Greece,China,0.0072169998
1208,Japan,Greece,0.14
1209,Greece,Japan,0.0
1210,Thailand,Greece,0.0
1211,Greece,Thailand,0.0
1212,Australia,Greece,2.5679388
1213,Greece,Australia,0.039999999
1214,New Zealand,Greece,0.16
1215,Greece,New Zealand,0.0099999998
1216,Romania,Bulgaria,2.5
1217,Bulgaria,Romania,0.1
1218,Estonia,Bulgaria,0.090000004
1219,Bulgaria,Estonia,0.0
1220,Latvia,Bulgaria,0.050000001
1221,Bulgaria,Latvia,0.0
1222,Lithuania,Bulgaria,0.00327
1223,Bulgaria,Lithuania,0.0
1224,Norway,Bulgaria,0.0097740004
1225,Bulgaria,Norway,0.2
1226,Denmark,Bulgaria,0.079999998
1227,Bulgaria,Denmark,0.0
1228,Egypt,Bulgaria,0.15000001
1229,Bulgaria,Egypt,0.56
1230,Japan,Bulgaria,0.02
1231,Bulgaria,Japan,0.0
1232,Norway,Romania,0.0
1233,Romania,Norway,0.25999999
1234,Denmark,Romania,0.0
1235,Romania,Denmark,1.7
1236,Egypt,Romania,0.0
1237,Romania,Egypt,5.8400002
1238,Norway,Russia,0.0
1239,Russia,Norway,1.73
1240,Denmark,Russia,0.0
1241,Russia,Denmark,2.4300001
1242,Egypt,Russia,0.0
1243,Russia,Egypt,0.47999999
1244,Japan,Russia,0.0
1245,Russia,Japan,0.0
1246,Sweden,Estonia,0.0
1247,Estonia,Sweden,1.66
1248,Norway,Estonia,0.0
1249,Estonia,Norway,0.34
1250,Denmark,Estonia,0.0
1251,Estonia,Denmark,0.44999999
1252,South Africa,Estonia,0.0
1253,Estonia,South Africa,0.07
1254,Turkey,Estonia,0.0
1255,Estonia,Turkey,0.0
1256,Egypt,Estonia,0.0
1257,Estonia,Egypt,0.0086190002
1258,China,Estonia,0.0
1259,Estonia,China,0.007282
1260,Australia,Estonia,0.0
1261,Estonia,Australia,0.090000004
1262,New Zealand,Estonia,0.0
1263,Estonia,New Zealand,0.0030050001
1264,Sweden,Latvia,0.0
1265,Latvia,Sweden,1.1
1266,Norway,Latvia,0.0
1267,Latvia,Norway,0.20999999
1268,Denmark,Latvia,0.0
1269,Latvia,Denmark,0.60000002
1270,South Africa,Latvia,0.0
1271,Latvia,South Africa,0.07
1272,Turkey,Latvia,0.0
1273,Latvia,Turkey,0.0
1274,Egypt,Latvia,0.0
1275,Latvia,Egypt,0.039999999
1276,China,Latvia,0.0
1277,Latvia,China,0.0033229999
1278,Japan,Latvia,0.0
1279,Latvia,Japan,0.0
1280,Australia,Latvia,0.0
1281,Latvia,Australia,0.1
1282,New Zealand,Latvia,0.0
1283,Latvia,New Zealand,0.0099999998
1284,Sweden,Lithuania,0.0
1285,Lithuania,Sweden,1.17
1286,Norway,Lithuania,0.0
1287,Lithuania,Norway,0.15000001
1288,South Africa,Lithuania,0.0
1289,Lithuania,South Africa,0.090000004
1290,Turkey,Lithuania,0.0
1291,Lithuania,Turkey,0.0
1292,Egypt,Lithuania,0.0
1293,Lithuania,Egypt,0.0099999998
1294,China,Lithuania,0.0
1295,Lithuania,China,0.0
1296,Australia,Lithuania,0.0
1297,Lithuania,Australia,0.079999998
1298,New Zealand,Lithuania,0.0
1299,Lithuania,New Zealand,0.0099999998
1300,Norway,Finland,0.0
1301,Finland,Norway,1.8099999
1302,Denmark,Finland,0.0
1303,Finland,Denmark,6.4099998
1304,Egypt,Finland,0.0
1305,Finland,Egypt,1.42
1306,Japan,Finland,0.0
1307,Finland,Japan,0.0
1308,Norway,Sweden,21.219999
1309,Sweden,Norway,32.450001
1310,Denmark,Sweden,15.7
1311,Sweden,Denmark,25.76
1312,Egypt,Sweden,1.85
1313,Sweden,Egypt,1.88
1314,Japan,Sweden,3.5799999
1315,Sweden,Japan,6.8200002
1316,Denmark,Norway,11.62
1317,Norway,Denmark,8.1800003
1318,Liberia,Norway,0.059999999
1319,Norway,Liberia,0.0
1320,South Africa,Norway,1.66
1321,Norway,South Africa,1.59
1322,Iran,Norway,3.03
1323,Norway,Iran,0.0
1324,Turkey,Norway,0.62
1325,Norway,Turkey,0.0
1326,Iraq,Norway,0.0039550001
1327,Norway,Iraq,0.0
1328,Egypt,Norway,0.17
1329,Norway,Egypt,2.27
1330,Afghanistan,Norway,0.00069800002
1331,Norway,Afghanistan,0.0
1332,China,Norway,0.60000002
1333,Norway,China,0.30000001
1334,Japan,Norway,1.75
1335,Norway,Japan,5.6700001
1336,Thailand,Norway,0.12
1337,Norway,Thailand,0.0
1338,Australia,Norway,0.43000001
1339,Norway,Australia,1.33
1340,New Zealand,Norway,0.039999999
1341,Norway,New Zealand,0.2
1342,South Africa,Denmark,0.14
1343,Denmark,South Africa,0.73000002
1344,Turkey,Denmark,0.0
1345,Denmark,Turkey,0.0
1346,Egypt,Denmark,0.52999997
1347,Denmark,Egypt,0.38
1348,China,Denmark,2.54
1349,Denmark,China,0.02
1350,Japan,Denmark,0.050000001
1351,Denmark,Japan,0.60000002
1352,Thailand,Denmark,0.38
1353,Denmark,Thailand,0.0
1354,Australia,Denmark,0.31
1355,Denmark,Australia,0.36000001
1356,New Zealand,Denmark,0.090000004
1357,Denmark,New Zealand,0.039999999
1358,Japan,Liberia,0.0
1359,Liberia,Japan,0.0
1360,Egypt,South Africa,0.12
1361,South Africa,Egypt,0.0099999998
1362,Japan,South Africa,12.73
1363,South Africa,Japan,2.46
1364,Egypt,Iran,0.0
1365,Iran,Egypt,2.74
1366,Japan,Iran,0.0
1367,Iran,Japan,1.71
1368,Egypt,Turkey,0.44999999
1369,Turkey,Egypt,1.1900001
1370,Japan,Turkey,0.40000001
1371,Turkey,Japan,0.0
1372,Egypt,Iraq,0.0
1373,Iraq,Egypt,0.43000001
1374,Japan,Iraq,0.0
1375,Iraq,Japan,0.94999999
1376,Saudi Arabia,Egypt,0.11
1377,Egypt,Saudi Arabia,0.0
1378,China,Egypt,0.76999998
1379,Egypt,China,0.97000003
1380,Japan,Egypt,3.74
1381,Egypt,Japan,13.06
1382,Thailand,Egypt,0.0035049999
1383,Egypt,Thailand,0.0
1384,Australia,Egypt,0.92000002
1385,Egypt,Australia,0.70999998
1386,New Zealand,Egypt,0.0085570002
1387,Egypt,New Zealand,0.02
1388,Japan,Saudi Arabia,0.0
1389,Saudi Arabia,Japan,0.0
1390,Japan,China,37.220001
1391,China,Japan,55.98
1392,Thailand,Japan,1.4
1393,Japan,Thailand,0.0
1394,Australia,Japan,18.440001
1395,Japan,Australia,14.46
1396,New Zealand,Japan,1.4
1397,Japan,New Zealand,3.6800001
