,source,target,value
190,Japan,Canada,4.6100001
191,Canada,Japan,25.959999
192,Australia,Canada,9.0
193,Canada,Australia,38.0
194,New Zealand,Canada,5.0
195,Canada,New Zealand,19.0
196,Haiti,Cuba,0.0015069999
197,Cuba,Haiti,0.0041109999
198,Dominican Republic,Cuba,0.02
199,Cuba,Dominican Republic,0.090000004
200,Mexico,Cuba,0.72000003
201,Cuba,Mexico,0.02
202,Guatemala,Cuba,0.0047220001
203,Cuba,Guatemala,0.0061619999
204,Honduras,Cuba,0.029999999
205,Cuba,Honduras,0.0099999998
206,El Salvador,Cuba,2e-06
207,Cuba,El Salvador,0.003611
208,Nicaragua,Cuba,0.000229
209,Cuba,Nicaragua,0.0
210,Costa Rica,Cuba,0.00043399999
211,Cuba,Costa Rica,0.0099999998
212,Panama,Cuba,0.002567
213,Cuba,Panama,0.11
214,Colombia,Cuba,0.0099999998
215,Cuba,Colombia,0.050000001
216,Venezuela,Cuba,0.23999999
217,Cuba,Venezuela,0.02
218,Ecuador,Cuba,0.079999998
219,Cuba,Ecuador,0.28
220,Peru,Cuba,0.0074709998
221,Cuba,Peru,0.090000004
222,Brazil,Cuba,0.0099999998
223,Cuba,Brazil,0.0051429998
224,Bolivia,Cuba,1.2e-05
225,Cuba,Bolivia,0.00138
226,Paraguay,Cuba,0.02
227,Cuba,Paraguay,0.00059200003
228,Chile,Cuba,0.99000001
229,Cuba,Chile,0.23
230,Argentina,Cuba,0.20999999
231,Cuba,Argentina,0.68000001
232,Uruguay,Cuba,0.02
233,Cuba,Uruguay,0.059999999
234,United Kingdom,Cuba,4.48
235,Cuba,United Kingdom,23.639999
236,Ireland,Cuba,0.13
237,Cuba,Ireland,0.0
238,Netherlands,Cuba,0.58999997
239,Cuba,Netherlands,1.22
240,Belgium,Cuba,1.0
241,Cuba,Belgium,5.0
242,France,Cuba,2.77
243,Cuba,France,2.21
244,Switzerland,Cuba,0.54000002
245,Cuba,Switzerland,0.51999998
246,Spain,Cuba,1.59
247,Cuba,Spain,1.0
248,Portugal,Cuba,0.14
249,Cuba,Portugal,0.02
250,Germany,Cuba,4.6700001
251,Cuba,Germany,2.0090909
252,Poland,Cuba,0.050000001
253,Cuba,Poland,0.11
254,Austria,Cuba,0.07
255,Cuba,Austria,0.0099999998
256,Hungary,Cuba,0.17
257,Cuba,Hungary,0.0
258,Czechoslovakia,Cuba,0.54000002
259,Cuba,Czechoslovakia,0.059999999
260,Italy,Cuba,0.67000002
261,Cuba,Italy,0.050000001
262,Albania,Cuba,0.0
263,Cuba,Albania,0.0
264,Yugoslavia,Cuba,0.0099999998
265,Cuba,Yugoslavia,0.000386
266,Greece,Cuba,0.00046800001
267,Cuba,Greece,0.0
268,Bulgaria,Cuba,0.0032899999
269,Cuba,Bulgaria,9.9999997e-05
270,Romania,Cuba,0.00074599998
271,Cuba,Romania,0.001141
272,Russia,Cuba,0.00088499999
273,Cuba,Russia,0.0
274,Estonia,Cuba,7.9999998e-05
275,Cuba,Estonia,0.0
276,Latvia,Cuba,0.0
277,Cuba,Latvia,0.0
278,Lithuania,Cuba,0.0
279,Cuba,Lithuania,0.1
280,Finland,Cuba,0.059999999
281,Cuba,Finland,0.039999999
282,Sweden,Cuba,0.94999999
283,Cuba,Sweden,0.64999998
284,Norway,Cuba,0.47999999
285,Cuba,Norway,0.30000001
286,Denmark,Cuba,0.039999999
287,Cuba,Denmark,0.07
288,Liberia,Cuba,0.0
289,Cuba,Liberia,0.0
290,South Africa,Cuba,0.0
291,Cuba,South Africa,0.15000001
292,Iran,Cuba,0.00096600002
293,Cuba,Iran,0.0
294,Turkey,Cuba,0.0099999998
295,Cuba,Turkey,0.0
296,Iraq,Cuba,0.0
297,Cuba,Iraq,0.0
298,Egypt,Cuba,0.0021500001
299,Cuba,Egypt,0.0071330001
300,Afghanistan,Cuba,0.0
301,Cuba,Afghanistan,0.0
302,China,Cuba,0.029999999
303,Cuba,China,0.0020349999
304,Japan,Cuba,0.5
305,Cuba,Japan,0.0099999998
306,Thailand,Cuba,2.9400001
307,Cuba,Thailand,0.0
308,Australia,Cuba,0.050000001
309,Cuba,Australia,0.059999999
310,New Zealand,Cuba,0.0099999998
311,Cuba,New Zealand,0.22
312,Mexico,Haiti,4.0999999e-05
313,Haiti,Mexico,0.00056199997
314,Guatemala,Haiti,0.0
315,Haiti,Guatemala,0.0
316,Costa Rica,Haiti,0.0
317,Haiti,Costa Rica,0.0022529999
318,Colombia,Haiti,1e-06
319,Haiti,Colombia,0.00083500001
320,Venezuela,Haiti,2e-06
321,Haiti,Venezuela,0.00015000001
322,Peru,Haiti,0.0
323,Haiti,Peru,0.00055300002
324,Brazil,Haiti,1.6e-05
325,Haiti,Brazil,0.0
326,Chile,Haiti,3.7999998e-05
327,Haiti,Chile,8e-06
328,Argentina,Haiti,0.003574
329,Haiti,Argentina,0.0048799999
330,United Kingdom,Haiti,4.73
331,Haiti,United Kingdom,1.03
332,Netherlands,Haiti,0.039999999
333,Haiti,Netherlands,0.13
334,Belgium,Haiti,0.20999999
335,Haiti,Belgium,1.0
336,France,Haiti,0.0081390003
337,Haiti,France,1.38
338,Switzerland,Haiti,0.0052880002
339,Haiti,Switzerland,0.22
340,Portugal,Haiti,2.4000001e-05
341,Haiti,Portugal,0.000104
342,Germany,Haiti,0.11
343,Haiti,Germany,0.30000001
344,Poland,Haiti,0.000179
345,Haiti,Poland,0.001697
346,Hungary,Haiti,0.0
347,Haiti,Hungary,0.0
348,Czechoslovakia,Haiti,0.07
349,Haiti,Czechoslovakia,0.029999999
350,Italy,Haiti,0.07
351,Haiti,Italy,0.07
352,Yugoslavia,Haiti,0.0
353,Haiti,Yugoslavia,0.0
354,Sweden,Haiti,0.02
355,Haiti,Sweden,0.090000004
356,Norway,Haiti,0.00333
357,Haiti,Norway,0.090000004
358,Denmark,Haiti,0.0099999998
359,Haiti,Denmark,1.0
360,South Africa,Haiti,0.0
361,Haiti,South Africa,0.0
362,Japan,Haiti,1.0
363,Haiti,Japan,0.15000001
364,Australia,Haiti,0.050000001
365,Haiti,Australia,0.00044
366,New Zealand,Haiti,0.0
367,Haiti,New Zealand,0.0
368,Mexico,Dominican Republic,0.00012899999
369,Dominican Republic,Mexico,0.0039869999
370,Guatemala,Dominican Republic,0.0
371,Dominican Republic,Guatemala,0.0
372,Nicaragua,Dominican Republic,0.0
373,Dominican Republic,Nicaragua,0.0
374,Costa Rica,Dominican Republic,0.0
375,Dominican Republic,Costa Rica,4.9999999e-06
376,Colombia,Dominican Republic,7.2000003e-05
377,Dominican Republic,Colombia,0.0099999998
378,Venezuela,Dominican Republic,3.9999999e-05
379,Dominican Republic,Venezuela,0.0098430002
380,Peru,Dominican Republic,3.0000001e-06
381,Dominican Republic,Peru,0.0
382,Chile,Dominican Republic,3.3e-05
383,Dominican Republic,Chile,0.0
384,Argentina,Dominican Republic,0.0018110001
385,Dominican Republic,Argentina,0.000627
386,Uruguay,Dominican Republic,0.0
387,Dominican Republic,Uruguay,0.0062079998
388,United Kingdom,Dominican Republic,2.24
389,Dominican Republic,United Kingdom,7.0700002
390,Ireland,Dominican Republic,0.039999999
391,Dominican Republic,Ireland,2.97
392,Netherlands,Dominican Republic,0.039999999
393,Dominican Republic,Netherlands,0.40000001
394,Belgium,Dominican Republic,0.15000001
395,Dominican Republic,Belgium,0.07
396,France,Dominican Republic,0.0081860004
397,Dominican Republic,France,2.26
398,Portugal,Dominican Republic,3.7000002e-05
399,Dominican Republic,Portugal,0.029999999
400,Germany,Dominican Republic,0.38999999
401,Dominican Republic,Germany,1.1799999
402,Poland,Dominican Republic,0.000179
403,Dominican Republic,Poland,0.0030179999
404,Italy,Dominican Republic,0.2
405,Dominican Republic,Italy,0.0099999998
406,Yugoslavia,Dominican Republic,0.0
407,Dominican Republic,Yugoslavia,0.0099999998
408,Greece,Dominican Republic,0.0
409,Dominican Republic,Greece,0.0
410,Norway,Dominican Republic,0.001788
411,Dominican Republic,Norway,0.0044220001
412,South Africa,Dominican Republic,0.0
413,Dominican Republic,South Africa,0.0
414,Japan,Dominican Republic,1.0
415,Dominican Republic,Japan,0.07
416,New Zealand,Dominican Republic,0.0099999998
417,Dominican Republic,New Zealand,0.00083600002
418,Brazil,Mexico,0.0099999998
419,Mexico,Brazil,0.40000001
420,Paraguay,Mexico,0.0
421,Mexico,Paraguay,8.7e-05
422,Chile,Mexico,1.14
423,Mexico,Chile,0.30000001
424,Uruguay,Mexico,0.15000001
425,Mexico,Uruguay,0.059999999
426,United Kingdom,Mexico,4.0
427,Mexico,United Kingdom,10.0
428,Netherlands,Mexico,1.04
429,Mexico,Netherlands,2.3399999
430,Belgium,Mexico,1.0
431,Mexico,Belgium,5.0
432,France,Mexico,4.4099998
433,Mexico,France,4.3499999
434,Switzerland,Mexico,2.0
435,Mexico,Switzerland,1.0
436,Spain,Mexico,0.46000001
437,Mexico,Spain,0.02
438,Portugal,Mexico,1.0
439,Mexico,Portugal,0.079999998
440,Germany,Mexico,20.67
441,Mexico,Germany,14.888038
442,Poland,Mexico,0.44
443,Mexico,Poland,0.41
444,Austria,Mexico,0.0
445,Mexico,Austria,0.0
446,Hungary,Mexico,0.17
447,Mexico,Hungary,0.0060000001
448,Czechoslovakia,Mexico,0.60000002
449,Mexico,Czechoslovakia,0.23999999
450,Italy,Mexico,2.0
451,Mexico,Italy,1.0
452,Albania,Mexico,0.0
453,Mexico,Albania,0.0
454,Yugoslavia,Mexico,0.000207
455,Mexico,Yugoslavia,0.090000004
456,Greece,Mexico,0.02
457,Mexico,Greece,0.00032200001
458,Estonia,Mexico,0.001288
459,Mexico,Estonia,0.0
460,Latvia,Mexico,0.0099999998
461,Mexico,Latvia,0.0013070001
462,Lithuania,Mexico,0.0099999998
463,Mexico,Lithuania,0.00015000001
464,Finland,Mexico,0.039999999
465,Mexico,Finland,0.50999999
466,Sweden,Mexico,3.0
467,Mexico,Sweden,1.0
468,Norway,Mexico,0.28
469,Mexico,Norway,0.37
470,Denmark,Mexico,0.23
471,Mexico,Denmark,0.31
472,Egypt,Mexico,0.13
473,Mexico,Egypt,0.00073199999
474,Japan,Mexico,1.9400001
475,Mexico,Japan,1.33
476,Australia,Mexico,1.0
477,Mexico,Australia,1.0
478,El Salvador,Guatemala,0.1
479,Guatemala,El Salvador,0.079999998
480,Paraguay,Guatemala,0.000139
481,Guatemala,Paraguay,0.0
482,Netherlands,Guatemala,0.2
483,Guatemala,Netherlands,0.74000001
484,Belgium,Guatemala,1.0
485,Guatemala,Belgium,0.039999999
486,France,Guatemala,0.25
487,Guatemala,France,0.12
488,Spain,Guatemala,0.029999999
489,Guatemala,Spain,0.001
490,Germany,Guatemala,5.8800001
491,Guatemala,Germany,3.4717703
492,Poland,Guatemala,0.0041160001
493,Guatemala,Poland,0.31
494,Austria,Guatemala,0.0099999998
495,Guatemala,Austria,0.0099999998
496,Czechoslovakia,Guatemala,0.14
497,Guatemala,Czechoslovakia,0.15000001
498,Italy,Guatemala,0.22
499,Guatemala,Italy,0.0099999998
500,Yugoslavia,Guatemala,0.000155
501,Guatemala,Yugoslavia,0.02
502,Greece,Guatemala,0.0
503,Guatemala,Greece,0.0
504,Estonia,Guatemala,0.00023600001
505,Guatemala,Estonia,0.0
506,Latvia,Guatemala,0.00019799999
507,Guatemala,Latvia,0.0
508,Sweden,Guatemala,0.23
509,Guatemala,Sweden,1.0
510,Norway,Guatemala,0.02
511,Guatemala,Norway,0.2
512,Denmark,Guatemala,0.02
513,Guatemala,Denmark,0.059999999
514,Egypt,Guatemala,0.0
515,Guatemala,Egypt,0.0
516,Japan,Guatemala,0.029999999
517,Guatemala,Japan,0.0059750001
518,El Salvador,Honduras,0.47
519,Honduras,El Salvador,0.25
520,Peru,Honduras,0.050000001
521,Honduras,Peru,0.25999999
522,United Kingdom,Honduras,1.0
523,Honduras,United Kingdom,0.18000001
524,Netherlands,Honduras,0.0099999998
525,Honduras,Netherlands,0.37
526,France,Honduras,0.0039570001
527,Honduras,France,0.0099999998
528,Germany,Honduras,0.38999999
529,Honduras,Germany,1.03
530,Poland,Honduras,0.000143
531,Honduras,Poland,0.029999999
532,Italy,Honduras,0.039999999
533,Honduras,Italy,0.0089999996
534,Yugoslavia,Honduras,0.0
535,Honduras,Yugoslavia,0.001484
536,Greece,Honduras,0.0
537,Honduras,Greece,0.0
538,Norway,Honduras,0.00086299999
539,Honduras,Norway,0.059999999
540,Egypt,Honduras,0.0
541,Honduras,Egypt,0.0
542,Japan,Honduras,1.0
543,Honduras,Japan,0.029999999
544,Peru,El Salvador,0.14
545,El Salvador,Peru,0.0099999998
546,United Kingdom,El Salvador,1.0
547,El Salvador,United Kingdom,0.15000001
548,Netherlands,El Salvador,0.02
549,El Salvador,Netherlands,0.07
550,Belgium,El Salvador,0.12
551,El Salvador,Belgium,0.039999999
552,France,El Salvador,0.0080279997
553,El Salvador,France,0.16
554,Spain,El Salvador,0.02
555,El Salvador,Spain,0.003
556,Germany,El Salvador,0.52999997
557,El Salvador,Germany,1.7727273
558,Poland,El Salvador,0.000179
559,El Salvador,Poland,0.0099999998
560,Czechoslovakia,El Salvador,0.22
561,El Salvador,Czechoslovakia,0.07
562,Italy,El Salvador,1.0
563,El Salvador,Italy,0.079999998
564,Yugoslavia,El Salvador,0.00023400001
565,El Salvador,Yugoslavia,0.0056429999
566,Greece,El Salvador,0.0
567,El Salvador,Greece,0.0
568,Finland,El Salvador,0.02
569,El Salvador,Finland,0.15000001
570,Sweden,El Salvador,0.059999999
571,El Salvador,Sweden,1.0
572,Norway,El Salvador,0.0022809999
573,El Salvador,Norway,1.26
574,Denmark,El Salvador,0.0099999998
575,El Salvador,Denmark,0.029999999
576,Egypt,El Salvador,0.0
577,El Salvador,Egypt,0.0
578,Japan,El Salvador,0.003
579,El Salvador,Japan,0.001899
580,Costa Rica,Nicaragua,0.0099999998
581,Nicaragua,Costa Rica,0.050000001
582,Panama,Nicaragua,0.050000001
583,Nicaragua,Panama,0.02
584,Peru,Nicaragua,0.17
585,Nicaragua,Peru,0.11
586,United Kingdom,Nicaragua,1.0
587,Nicaragua,United Kingdom,0.13
588,Netherlands,Nicaragua,0.0
589,Nicaragua,Netherlands,0.27000001
590,France,Nicaragua,0.1
591,Nicaragua,France,0.41999999
592,Germany,Nicaragua,0.50999999
593,Nicaragua,Germany,1.4299999
594,Poland,Nicaragua,0.000179
595,Nicaragua,Poland,0.0092409998
596,Austria,Nicaragua,0.0
597,Nicaragua,Austria,0.0
598,Czechoslovakia,Nicaragua,0.079999998
599,Nicaragua,Czechoslovakia,0.00097699999
600,Italy,Nicaragua,0.029999999
601,Nicaragua,Italy,0.02
602,Yugoslavia,Nicaragua,0.0
603,Nicaragua,Yugoslavia,0.002997
604,Norway,Nicaragua,0.005101
605,Nicaragua,Norway,0.001474
606,Denmark,Nicaragua,0.0099999998
607,Nicaragua,Denmark,0.00023799999
608,Japan,Nicaragua,0.079999998
609,Nicaragua,Japan,0.13
610,Paraguay,Costa Rica,0.0
611,Costa Rica,Paraguay,0.0
612,United Kingdom,Costa Rica,1.0
613,Costa Rica,United Kingdom,3.0
614,Netherlands,Costa Rica,0.17
615,Costa Rica,Netherlands,0.41
616,Belgium,Costa Rica,0.20999999
617,Costa Rica,Belgium,0.0099999998
618,France,Costa Rica,0.16
619,Costa Rica,France,0.07
620,Spain,Costa Rica,0.039999999
621,Costa Rica,Spain,0.0020000001
622,Germany,Costa Rica,2.49
623,Costa Rica,Germany,2.6622009
624,Poland,Costa Rica,0.039999999
625,Costa Rica,Poland,0.090000004
626,Austria,Costa Rica,0.000978
627,Costa Rica,Austria,0.0
628,Czechoslovakia,Costa Rica,0.029999999
629,Costa Rica,Czechoslovakia,0.02
630,Italy,Costa Rica,1.0
631,Costa Rica,Italy,0.02
632,Yugoslavia,Costa Rica,0.001823
633,Costa Rica,Yugoslavia,0.02
634,Greece,Costa Rica,1e-06
635,Costa Rica,Greece,0.0
636,Estonia,Costa Rica,0.0099999998
637,Costa Rica,Estonia,0.0
638,Latvia,Costa Rica,0.0012309999
639,Costa Rica,Latvia,0.0
640,Lithuania,Costa Rica,0.0
641,Costa Rica,Lithuania,0.0
642,Norway,Costa Rica,0.059999999
643,Costa Rica,Norway,0.039999999
644,Denmark,Costa Rica,0.029999999
645,Costa Rica,Denmark,0.0099999998
646,Egypt,Costa Rica,0.000119
647,Costa Rica,Egypt,0.0
648,Japan,Costa Rica,0.77999997
649,Costa Rica,Japan,0.2
650,Colombia,Panama,0.20999999
651,Panama,Colombia,0.07
652,United Kingdom,Panama,1.0
653,Panama,United Kingdom,0.02
654,France,Panama,1.0
655,Panama,France,0.0
656,Germany,Panama,0.33000001
657,Panama,Germany,0.16
658,Poland,Panama,0.0099999998
659,Panama,Poland,0.0
660,Italy,Panama,0.14
661,Panama,Italy,0.0080000004
662,Yugoslavia,Panama,5.4e-05
663,Panama,Yugoslavia,0.0
664,Greece,Panama,0.0
665,Panama,Greece,2.7e-05
666,Norway,Panama,0.02
667,Panama,Norway,0.75
668,Egypt,Panama,0.0
669,Panama,Egypt,2.9999999e-05
670,Japan,Panama,2.0
671,Panama,Japan,0.0026209999
672,Venezuela,Colombia,1.0
673,Colombia,Venezuela,0.28
674,Ecuador,Colombia,0.15000001
675,Colombia,Ecuador,0.0099999998
676,Brazil,Colombia,0.23
677,Colombia,Brazil,0.0099999998
678,Paraguay,Colombia,0.0044280002
679,Colombia,Paraguay,0.0
680,Argentina,Colombia,0.20999999
681,Colombia,Argentina,1.0
682,United Kingdom,Colombia,11.0
683,Colombia,United Kingdom,1.0
684,Netherlands,Colombia,2.0
685,Colombia,Netherlands,0.91000003
686,Belgium,Colombia,1.0
687,Colombia,Belgium,1.0
688,France,Colombia,3.01
689,Colombia,France,5.7199998
690,Switzerland,Colombia,1.0
691,Colombia,Switzerland,0.0070000002
692,Spain,Colombia,0.050000001
693,Colombia,Spain,0.0020000001
694,Germany,Colombia,15.53
695,Colombia,Germany,11.154067
696,Poland,Colombia,0.43000001
697,Colombia,Poland,1.14
698,Austria,Colombia,0.17
699,Colombia,Austria,0.00018800001
700,Czechoslovakia,Colombia,1.83
701,Colombia,Czechoslovakia,0.25999999
702,Italy,Colombia,1.0
703,Colombia,Italy,2.0
704,Albania,Colombia,0.0
705,Colombia,Albania,0.0
706,Yugoslavia,Colombia,0.11
707,Colombia,Yugoslavia,0.20999999
708,Greece,Colombia,0.059999999
709,Colombia,Greece,0.56999999
710,Estonia,Colombia,0.0099999998
711,Colombia,Estonia,0.0060629998
712,Latvia,Colombia,0.029999999
713,Colombia,Latvia,0.0080589997
714,Lithuania,Colombia,0.0
715,Colombia,Lithuania,0.0
716,Sweden,Colombia,1.0
717,Colombia,Sweden,0.22
718,Norway,Colombia,0.47999999
719,Colombia,Norway,0.47
720,Denmark,Colombia,0.31
721,Colombia,Denmark,0.23999999
722,Egypt,Colombia,0.002234
723,Colombia,Egypt,0.000256
724,Japan,Colombia,0.15000001
725,Colombia,Japan,0.25
726,Paraguay,Venezuela,0.0
727,Venezuela,Paraguay,0.0
728,Chile,Venezuela,0.039999999
729,Venezuela,Chile,1.0
730,United Kingdom,Venezuela,7.0
731,Venezuela,United Kingdom,6.0
732,Netherlands,Venezuela,5.0500002
733,Venezuela,Netherlands,0.20999999
734,Belgium,Venezuela,7.0
735,Venezuela,Belgium,2.0
736,France,Venezuela,2.8699999
737,Venezuela,France,9.3999996
738,Spain,Venezuela,0.23999999
739,Venezuela,Spain,0.02
740,Germany,Venezuela,11.67
741,Venezuela,Germany,7.2578945
742,Poland,Venezuela,0.029999999
743,Venezuela,Poland,0.079999998
744,Austria,Venezuela,0.029999999
745,Venezuela,Austria,0.00023400001
746,Czechoslovakia,Venezuela,0.13
747,Venezuela,Czechoslovakia,0.0099999998
748,Italy,Venezuela,3.0
749,Venezuela,Italy,1.0
750,Yugoslavia,Venezuela,0.0
751,Venezuela,Yugoslavia,0.001295
752,Greece,Venezuela,0.0
753,Venezuela,Greece,0.00084200001
754,Estonia,Venezuela,0.0
755,Venezuela,Estonia,0.00031199999
756,Latvia,Venezuela,0.0
757,Venezuela,Latvia,0.00041800001
758,Finland,Venezuela,0.23
759,Venezuela,Finland,0.02
760,Sweden,Venezuela,1.0
761,Venezuela,Sweden,0.11
762,Norway,Venezuela,0.0099999998
763,Venezuela,Norway,0.039999999
764,Denmark,Venezuela,0.69999999
765,Venezuela,Denmark,0.50999999
766,Egypt,Venezuela,4.6000001e-05
767,Venezuela,Egypt,0.07
768,Japan,Venezuela,1.6799999
769,Venezuela,Japan,0.41999999
770,Peru,Ecuador,0.15000001
771,Ecuador,Peru,0.93000001
772,Chile,Ecuador,0.25
773,Ecuador,Chile,0.47
774,Argentina,Ecuador,0.029999999
775,Ecuador,Argentina,0.029999999
776,United Kingdom,Ecuador,1.0
777,Ecuador,United Kingdom,0.58999997
778,Netherlands,Ecuador,0.039999999
779,Ecuador,Netherlands,0.1
780,Belgium,Ecuador,0.19
781,Ecuador,Belgium,0.1
782,France,Ecuador,0.0099999998
783,Ecuador,France,1.8
784,Germany,Ecuador,1.15
785,Ecuador,Germany,2.327512
786,Poland,Ecuador,0.003858
787,Ecuador,Poland,0.2
788,Italy,Ecuador,0.34999999
789,Ecuador,Italy,0.19
790,Yugoslavia,Ecuador,2.2e-05
791,Ecuador,Yugoslavia,0.0099999998
792,Greece,Ecuador,0.0
793,Ecuador,Greece,0.0
794,Norway,Ecuador,0.0099999998
795,Ecuador,Norway,0.02
796,Denmark,Ecuador,0.02
797,Ecuador,Denmark,0.079999998
798,Egypt,Ecuador,0.0
799,Ecuador,Egypt,0.0
800,Japan,Ecuador,1.0
801,Ecuador,Japan,0.15000001
802,Brazil,Peru,0.059999999
803,Peru,Brazil,1.0
804,Bolivia,Peru,0.079999998
805,Peru,Bolivia,3.0
806,Paraguay,Peru,1.6e-05
807,Peru,Paraguay,0.0
808,Chile,Peru,1.0
809,Peru,Chile,6.0
810,Argentina,Peru,4.0
811,Peru,Argentina,15.0
812,Uruguay,Peru,0.16
