,source,target,value
813,Norway,Afghanistan,0.0037720001
814,China,Norway,1.8
815,Norway,China,0.75
816,India,Norway,0.38
817,Norway,India,2.3599582
818,Pakistan,Norway,0.18000001
819,Norway,Pakistan,0.02
820,Thailand,Norway,0.38999999
821,Norway,Thailand,0.050000001
822,Philippines,Norway,5.3000002
823,Norway,Philippines,0.079999998
824,Australia,Norway,3.0899999
825,Norway,Australia,2.28
826,New Zealand,Norway,0.98000002
827,Norway,New Zealand,1.0
828,Iceland,Denmark,0.64999998
829,Denmark,Iceland,0.0
830,South Africa,Denmark,0.56
831,Denmark,South Africa,1.36
832,Egypt,Denmark,1.45
833,Denmark,Egypt,0.0
834,China,Denmark,0.37
835,Denmark,China,0.0
836,India,Denmark,1.66
837,Denmark,India,0.66000003
838,Thailand,Denmark,0.47
839,Denmark,Thailand,0.0
840,Philippines,Denmark,0.0
841,Denmark,Philippines,0.0
842,Australia,Denmark,2.4200001
843,Denmark,Australia,0.11
844,New Zealand,Denmark,1.3200001
845,Denmark,New Zealand,0.090000004
846,South Africa,Ethiopia,0.73000002
847,Ethiopia,South Africa,0.0020600001
848,India,Ethiopia,0.0
849,Ethiopia,India,0.0
850,Australia,Ethiopia,0.0
851,Ethiopia,Australia,0.001252
852,New Zealand,Ethiopia,0.0
853,Ethiopia,New Zealand,3.2e-05
854,Egypt,South Africa,2.1300001
855,South Africa,Egypt,24.379999
856,India,Egypt,0.0
857,Egypt,India,42.588959
858,Australia,Egypt,0.0
859,Egypt,Australia,3.0899999
860,New Zealand,Egypt,2.0699999
861,Egypt,New Zealand,0.31
862,India,Syria,0.0
863,Syria,India,0.02
864,Australia,Syria,0.0
865,Syria,Australia,0.0
866,New Zealand,Syria,0.000124
867,Syria,New Zealand,0.02
